audio,duration
SSB10240379,0:00:02.961905
SSB06680298,0:00:02.961859
SSB07620112,0:00:02.961678
SSB02670411,0:00:02.961633
SSB06860441,0:00:02.961406
SSB13020339,0:00:02.961179
SSB14080073,0:00:02.961179
SSB03390260,0:00:02.961179
SSB06010095,0:00:02.961179
SSB12030068,0:00:02.961179
SSB15670010,0:00:02.961088
SSB03850035,0:00:02.960998
SSB07480259,0:00:02.960952
SSB12030320,0:00:02.960952
SSB01450265,0:00:02.960952
SSB01450371,0:00:02.960952
SSB13850470,0:00:02.960816
SSB03070282,0:00:02.960726
SSB03410084,0:00:02.960726
SSB13820209,0:00:02.960680
SSB06140494,0:00:02.960680
SSB17280301,0:00:02.960454
SSB03420387,0:00:02.960227
SSB09660425,0:00:02.960227
SSB07370380,0:00:02.960227
SSB03070438,0:00:02.960227
SSB18780307,0:00:02.960227
SSB17810231,0:00:02.960227
SSB07490403,0:00:02.960227
SSB05880030,0:00:02.960227
SSB11970111,0:00:02.960227
SSB07490109,0:00:02.960227
SSB07600286,0:00:02.960227
SSB00120413,0:00:02.960227
SSB17810198,0:00:02.960227
SSB07460336,0:00:02.960227
SSB04700448,0:00:02.960227
SSB10010168,0:00:02.960227
SSB03930104,0:00:02.960227
SSB11970506,0:00:02.960227
SSB14310129,0:00:02.960227
SSB14370445,0:00:02.960091
SSB06710114,0:00:02.960091
SSB09930305,0:00:02.960091
SSB09970411,0:00:02.960091
SSB09930502,0:00:02.960091
SSB11250486,0:00:02.960091
SSB08510461,0:00:02.960091
SSB03390464,0:00:02.960091
SSB11250116,0:00:02.960045
SSB06680089,0:00:02.960045
SSB17810032,0:00:02.960045
SSB07370008,0:00:02.960045
SSB09660020,0:00:02.960045
SSB05900052,0:00:02.960045
SSB04350035,0:00:02.960045
SSB07600251,0:00:02.960045
SSB09870211,0:00:02.960045
SSB09660081,0:00:02.960045
SSB11250221,0:00:02.960045
SSB07110305,0:00:02.960045
SSB16240127,0:00:02.960045
SSB04700238,0:00:02.960045
SSB07110486,0:00:02.960045
SSB10200281,0:00:02.960045
SSB07370501,0:00:02.960045
SSB06010224,0:00:02.960045
SSB06010405,0:00:02.960000
SSB09870223,0:00:02.960000
SSB12030430,0:00:02.960000
SSB06030164,0:00:02.960000
SSB03380176,0:00:02.960000
SSB03410376,0:00:02.960000
SSB09870002,0:00:02.960000
SSB03410346,0:00:02.960000
SSB04700394,0:00:02.960000
SSB03800287,0:00:02.960000
SSB16070102,0:00:02.960000
SSB06030232,0:00:02.960000
SSB10910457,0:00:02.960000
SSB18780141,0:00:02.960000
SSB06030467,0:00:02.960000
SSB14310179,0:00:02.960000
SSB18910106,0:00:02.960000
SSB09660392,0:00:02.960000
SSB13930344,0:00:02.960000
SSB07840285,0:00:02.960000
SSB03800178,0:00:02.960000
SSB10550286,0:00:02.960000
SSB16240191,0:00:02.960000
SSB04350347,0:00:02.960000
SSB11000121,0:00:02.960000
SSB15930352,0:00:02.960000
SSB05340353,0:00:02.960000
SSB07600287,0:00:02.960000
SSB18780384,0:00:02.960000
SSB16070013,0:00:02.960000
SSB17280493,0:00:02.960000
SSB02610155,0:00:02.960000
SSB06680051,0:00:02.960000
SSB15930228,0:00:02.960000
SSB06710240,0:00:02.960000
SSB05900354,0:00:02.960000
SSB03540181,0:00:02.960000
SSB05390011,0:00:02.960000
SSB15930075,0:00:02.960000
SSB00160096,0:00:02.960000
SSB07620095,0:00:02.960000
SSB09970498,0:00:02.960000
SSB07370059,0:00:02.960000
SSB16240231,0:00:02.960000
SSB00160122,0:00:02.960000
SSB10010069,0:00:02.960000
SSB06010293,0:00:02.960000
SSB09660305,0:00:02.960000
SSB05390217,0:00:02.960000
SSB17810058,0:00:02.960000
SSB07370232,0:00:02.960000
SSB05900488,0:00:02.960000
SSB07100087,0:00:02.960000
SSB07840039,0:00:02.960000
SSB02610232,0:00:02.960000
SSB07100193,0:00:02.960000
SSB06680145,0:00:02.960000
SSB15930369,0:00:02.960000
SSB18780042,0:00:02.960000
SSB03800458,0:00:02.960000
SSB13820260,0:00:02.960000
SSB10010309,0:00:02.960000
SSB09870129,0:00:02.960000
SSB06030312,0:00:02.960000
SSB19180329,0:00:02.959955
SSB06010145,0:00:02.959955
SSB07110406,0:00:02.959955
SSB00160372,0:00:02.959955
SSB10200235,0:00:02.959955
SSB02610110,0:00:02.959955
SSB03800185,0:00:02.959955
SSB02610146,0:00:02.959955
SSB05650271,0:00:02.959955
SSB13020418,0:00:02.959955
SSB17820257,0:00:02.959955
SSB13930275,0:00:02.959955
SSB07840304,0:00:02.959955
SSB05880195,0:00:02.959955
SSB07840425,0:00:02.959955
SSB09870505,0:00:02.959955
SSB13220204,0:00:02.959955
SSB17820362,0:00:02.959955
SSB08090108,0:00:02.959955
SSB09970165,0:00:02.959955
SSB10910063,0:00:02.959955
SSB07620041,0:00:02.959955
SSB06140118,0:00:02.959955
SSB07940165,0:00:02.959955
SSB16240146,0:00:02.959955
SSB11970124,0:00:02.959955
SSB06030249,0:00:02.959955
SSB06010188,0:00:02.959955
SSB15930355,0:00:02.959955
SSB12160014,0:00:02.959955
SSB02610270,0:00:02.959955
SSB10200044,0:00:02.959955
SSB13200434,0:00:02.959955
SSB15930190,0:00:02.959955
SSB09660482,0:00:02.959955
SSB09930209,0:00:02.959955
SSB00120101,0:00:02.959955
SSB11250001,0:00:02.959955
SSB07940312,0:00:02.959955
SSB07100203,0:00:02.959955
SSB10200118,0:00:02.959955
SSB07620288,0:00:02.959955
SSB06680443,0:00:02.959955
SSB03540351,0:00:02.959955
SSB18060268,0:00:02.959955
SSB15930260,0:00:02.959955
SSB05390285,0:00:02.959955
SSB05880146,0:00:02.959955
SSB11970245,0:00:02.959955
SSB06030241,0:00:02.959955
SSB07110148,0:00:02.959955
SSB11250192,0:00:02.959955
SSB05900085,0:00:02.959955
SSB06030223,0:00:02.959955
SSB07620418,0:00:02.959955
SSB05340461,0:00:02.959955
SSB10200065,0:00:02.959955
SSB07110324,0:00:02.959955
SSB07840470,0:00:02.959955
SSB10200506,0:00:02.959955
SSB16240389,0:00:02.959955
SSB11970415,0:00:02.959955
SSB09930383,0:00:02.959955
SSB03410490,0:00:02.959955
SSB10200168,0:00:02.959955
SSB15630123,0:00:02.959955
SSB17280389,0:00:02.959955
SSB10550146,0:00:02.959955
SSB05390322,0:00:02.959955
SSB07370450,0:00:02.959955
SSB05340226,0:00:02.959955
SSB05880201,0:00:02.959955
SSB07600123,0:00:02.959955
SSB11100367,0:00:02.959955
SSB07840192,0:00:02.959955
SSB07100120,0:00:02.959955
SSB06010161,0:00:02.959955
SSB13820062,0:00:02.959955
SSB05900236,0:00:02.959955
SSB18910461,0:00:02.959955
SSB00120112,0:00:02.959955
SSB16070342,0:00:02.959955
SSB07840357,0:00:02.959955
SSB07110092,0:00:02.959955
SSB06680222,0:00:02.959955
SSB06680179,0:00:02.959955
SSB03230067,0:00:02.959955
SSB07490053,0:00:02.959955
SSB02610262,0:00:02.959955
SSB06030060,0:00:02.959955
SSB13220433,0:00:02.959955
SSB18910215,0:00:02.959864
SSB00120379,0:00:02.959728
SSB07100145,0:00:02.959728
SSB07460400,0:00:02.959592
SSB06660498,0:00:02.959592
SSB11000176,0:00:02.959501
SSB06660395,0:00:02.959501
SSB03940388,0:00:02.959456
SSB03410464,0:00:02.959456
SSB10640246,0:00:02.959365
SSB07460292,0:00:02.959229
SSB03070223,0:00:02.959229
SSB01330432,0:00:02.959048
SSB01330433,0:00:02.959048
SSB14570154,0:00:02.959048
SSB06290069,0:00:02.959002
SSB17450228,0:00:02.959002
SSB04820241,0:00:02.959002
SSB05700250,0:00:02.959002
SSB02000357,0:00:02.959002
SSB00090171,0:00:02.958866
SSB07460028,0:00:02.958821
SSB07460510,0:00:02.958776
SSB17280257,0:00:02.958730
SSB07100460,0:00:02.958639
SSB05880079,0:00:02.958503
SSB08170304,0:00:02.958413
SSB00090435,0:00:02.958322
SSB08510444,0:00:02.958277
SSB06680483,0:00:02.958277
SSB06030259,0:00:02.958277
SSB10000195,0:00:02.958050
SSB15630486,0:00:02.958050
SSB13990073,0:00:02.958005
SSB14480108,0:00:02.958005
SSB16990108,0:00:02.958005
SSB04260164,0:00:02.958005
SSB08710211,0:00:02.958005
SSB10560474,0:00:02.958005
SSB10560461,0:00:02.958005
SSB10000269,0:00:02.958005
SSB01970144,0:00:02.958005
SSB10560268,0:00:02.958005
SSB13990364,0:00:02.958005
SSB00160431,0:00:02.958005
SSB10560398,0:00:02.957959
SSB06140283,0:00:02.957551
SSB03070384,0:00:02.957506
SSB00090083,0:00:02.957052
SSB01220100,0:00:02.957052
SSB02870094,0:00:02.957052
SSB11760436,0:00:02.957052
SSB00730455,0:00:02.957052
SSB11870383,0:00:02.957007
SSB10080082,0:00:02.956961
SSB01220178,0:00:02.956916
SSB05940358,0:00:02.956916
SSB16250146,0:00:02.956689
SSB16240411,0:00:02.956689
SSB07370328,0:00:02.956553
SSB03540085,0:00:02.956190
SSB18280296,0:00:02.956100
SSB17450048,0:00:02.956100
SSB12180104,0:00:02.956054
SSB19350148,0:00:02.956054
SSB08220380,0:00:02.956054
SSB01970135,0:00:02.956054
SSB06090017,0:00:02.956009
SSB19350390,0:00:02.956009
SSB19350339,0:00:02.956009
SSB19350325,0:00:02.956009
SSB07000208,0:00:02.956009
SSB08220329,0:00:02.955964
SSB09130322,0:00:02.955964
SSB02670082,0:00:02.955873
SSB19180257,0:00:02.955828
SSB05900433,0:00:02.955556
SSB06030214,0:00:02.955420
SSB15930147,0:00:02.955329
SSB03150164,0:00:02.955102
SSB02460117,0:00:02.955102
SSB13280406,0:00:02.955102
SSB06320398,0:00:02.955057
SSB11760437,0:00:02.955011
SSB18320409,0:00:02.955011
SSB06930047,0:00:02.955011
SSB00050175,0:00:02.955011
SSB02730155,0:00:02.954966
SSB03150107,0:00:02.954966
SSB01450220,0:00:02.954966
SSB03750138,0:00:02.954966
SSB10500100,0:00:02.954830
SSB18370207,0:00:02.954830
SSB00090132,0:00:02.954376
SSB10720068,0:00:02.954376
SSB07860454,0:00:02.954104
SSB09190118,0:00:02.954104
SSB09660360,0:00:02.954104
SSB18780170,0:00:02.954104
SSB02730112,0:00:02.954059
SSB06930171,0:00:02.954014
SSB13650240,0:00:02.954014
SSB07480175,0:00:02.954014
SSB06930233,0:00:02.954014
SSB01450386,0:00:02.954014
SSB13770215,0:00:02.954014
SSB02410155,0:00:02.954014
SSB18320236,0:00:02.954014
SSB15850245,0:00:02.953968
SSB06930447,0:00:02.953968
SSB03750204,0:00:02.953968
SSB15850406,0:00:02.953968
SSB18320257,0:00:02.953968
SSB03820109,0:00:02.953923
SSB03820263,0:00:02.953923
SSB15630256,0:00:02.953878
SSB03380182,0:00:02.953741
SSB12150449,0:00:02.953379
SSB03410314,0:00:02.953333
SSB10910355,0:00:02.953243
SSB08170009,0:00:02.953152
SSB07230010,0:00:02.953152
SSB18780248,0:00:02.953107
SSB07480042,0:00:02.953016
SSB16500450,0:00:02.953016
SSB05700260,0:00:02.953016
SSB04270042,0:00:02.953016
SSB05700127,0:00:02.953016
SSB05700194,0:00:02.952880
SSB02990516,0:00:02.952880
SSB13200221,0:00:02.952653
SSB13820127,0:00:02.952517
SSB00120035,0:00:02.952517
SSB06860123,0:00:02.952154
SSB02000384,0:00:02.952063
SSB18280472,0:00:02.952018
SSB12030238,0:00:02.952018
SSB10720141,0:00:02.952018
SSB02000082,0:00:02.952018
SSB16500367,0:00:02.952018
SSB19350014,0:00:02.951927
SSB10720179,0:00:02.951927
SSB06030503,0:00:02.951927
SSB03230403,0:00:02.951927
SSB00110258,0:00:02.951927
SSB04070070,0:00:02.951701
SSB14310200,0:00:02.951655
SSB13020463,0:00:02.951655
SSB10500398,0:00:02.951655
SSB06660039,0:00:02.951429
SSB07780021,0:00:02.951429
SSB02870106,0:00:02.951383
SSB10910309,0:00:02.951293
SSB13930187,0:00:02.951202
SSB11380156,0:00:02.951156
SSB13200140,0:00:02.951156
SSB19350217,0:00:02.951066
SSB11870477,0:00:02.951066
SSB15670402,0:00:02.951066
SSB02000048,0:00:02.951066
SSB12530044,0:00:02.951020
SSB02880160,0:00:02.951020
SSB02880176,0:00:02.951020
SSB15670406,0:00:02.951020
SSB12530072,0:00:02.950975
SSB11870210,0:00:02.950930
SSB15670257,0:00:02.950930
SSB06660046,0:00:02.950930
SSB03410358,0:00:02.950930
SSB13770406,0:00:02.950930
SSB00120087,0:00:02.950930
SSB13410401,0:00:02.950930
SSB00330170,0:00:02.950794
SSB10640287,0:00:02.950476
SSB07620300,0:00:02.950431
SSB04270434,0:00:02.950204
SSB10000103,0:00:02.950204
SSB04820039,0:00:02.950023
SSB01220227,0:00:02.950023
SSB10240264,0:00:02.950023
SSB10000142,0:00:02.949977
SSB05780331,0:00:02.949977
SSB00120271,0:00:02.949977
SSB12530134,0:00:02.949932
SSB00120433,0:00:02.949705
SSB03540132,0:00:02.949705
SSB03790444,0:00:02.949705
SSB03070062,0:00:02.949524
SSB04070253,0:00:02.949478
SSB05650371,0:00:02.949342
SSB10560271,0:00:02.949252
SSB04070190,0:00:02.949252
SSB06660277,0:00:02.949252
SSB11350444,0:00:02.949206
SSB03390139,0:00:02.949116
SSB13820447,0:00:02.949070
SSB11260282,0:00:02.949025
SSB08630481,0:00:02.948980
SSB03850331,0:00:02.948980
SSB03420148,0:00:02.948980
SSB10240302,0:00:02.948980
SSB07580165,0:00:02.948980
SSB15670465,0:00:02.948980
SSB13920389,0:00:02.948980
SSB00730121,0:00:02.948980
SSB01450079,0:00:02.948980
SSB01450280,0:00:02.948980
SSB10500231,0:00:02.948889
SSB04350216,0:00:02.948753
SSB07460350,0:00:02.948753
SSB06710367,0:00:02.948753
SSB02670204,0:00:02.948707
SSB03940103,0:00:02.948526
SSB13200478,0:00:02.948526
SSB18910056,0:00:02.948481
SSB07800318,0:00:02.948027
SSB01490174,0:00:02.948027
SSB03750181,0:00:02.947982
SSB00380389,0:00:02.947982
SSB13650245,0:00:02.947982
SSB01970102,0:00:02.947982
SSB12180217,0:00:02.947982
SSB15930448,0:00:02.947755
SSB03070271,0:00:02.947528
SSB06070490,0:00:02.947392
SSB00090455,0:00:02.947392
SSB00120312,0:00:02.947302
SSB12390454,0:00:02.947029
SSB05780256,0:00:02.947029
SSB06310256,0:00:02.947029
SSB08220252,0:00:02.947029
SSB09130399,0:00:02.947029
SSB06320104,0:00:02.947029
SSB03930497,0:00:02.947029
SSB04260195,0:00:02.947029
SSB13660083,0:00:02.946984
SSB03820383,0:00:02.946984
SSB10010071,0:00:02.946803
SSB12180095,0:00:02.946803
SSB03070479,0:00:02.946531
SSB07230181,0:00:02.946077
SSB10010297,0:00:02.946077
SSB19560034,0:00:02.946032
SSB18280115,0:00:02.946032
SSB05020254,0:00:02.946032
SSB07480079,0:00:02.946032
SSB15850362,0:00:02.946032
SSB03150115,0:00:02.945986
SSB07860303,0:00:02.945986
SSB07860380,0:00:02.945986
SSB14480469,0:00:02.945986
SSB13660345,0:00:02.945986
SSB18630204,0:00:02.945941
SSB00570371,0:00:02.945941
SSB07510062,0:00:02.945941
SSB02460298,0:00:02.945941
SSB00570474,0:00:02.945941
SSB16240423,0:00:02.945941
SSB04350414,0:00:02.945805
SSB14020215,0:00:02.945578
SSB00110392,0:00:02.945079
SSB05440315,0:00:02.945079
SSB05700303,0:00:02.945079
SSB03150005,0:00:02.945034
SSB03150051,0:00:02.945034
SSB05440257,0:00:02.945034
SSB07480454,0:00:02.944989
SSB03230098,0:00:02.944989
SSB03150097,0:00:02.944943
SSB11080007,0:00:02.944853
SSB10500036,0:00:02.944807
SSB07860465,0:00:02.944807
SSB10720441,0:00:02.944762
SSB00120296,0:00:02.944762
SSB10910235,0:00:02.944580
SSB06860148,0:00:02.944218
SSB04260245,0:00:02.944127
SSB11870272,0:00:02.944082
SSB03800362,0:00:02.944082
SSB02000251,0:00:02.944036
SSB06930093,0:00:02.944036
SSB11080310,0:00:02.944036
SSB11080255,0:00:02.944036
SSB02000279,0:00:02.944036
SSB09130241,0:00:02.943991
SSB04150037,0:00:02.943991
SSB00110080,0:00:02.943991
SSB06930291,0:00:02.943991
SSB11080102,0:00:02.943991
SSB01970333,0:00:02.943991
SSB10080311,0:00:02.943991
SSB19350351,0:00:02.943991
SSB18280200,0:00:02.943991
SSB15550420,0:00:02.943855
SSB18320165,0:00:02.943855
SSB06070343,0:00:02.943628
SSB02670327,0:00:02.943447
SSB10640368,0:00:02.943311
SSB05650415,0:00:02.943129
SSB11760384,0:00:02.943129
SSB03950260,0:00:02.943084
SSB09350378,0:00:02.943039
SSB02870097,0:00:02.942993
SSB01450082,0:00:02.942993
SSB03950109,0:00:02.942993
SSB01450322,0:00:02.942993
SSB04150355,0:00:02.942993
SSB02880428,0:00:02.942993
SSB06070415,0:00:02.942902
SSB02730329,0:00:02.942902
SSB02670078,0:00:02.942902
SSB03390072,0:00:02.942630
SSB03070259,0:00:02.942630
SSB03390280,0:00:02.942404
SSB05940203,0:00:02.942132
SSB09660300,0:00:02.942132
SSB00570463,0:00:02.942041
SSB13650421,0:00:02.942041
SSB09130154,0:00:02.942041
SSB05700421,0:00:02.942041
SSB14520428,0:00:02.941905
SSB18370282,0:00:02.941905
SSB05990099,0:00:02.941905
SSB03940386,0:00:02.941769
SSB06060443,0:00:02.941633
SSB03410392,0:00:02.941587
SSB09970305,0:00:02.941542
SSB03940052,0:00:02.941451
SSB15630214,0:00:02.941406
SSB15630290,0:00:02.941406
SSB10560315,0:00:02.941361
SSB02670449,0:00:02.941179
SSB05020278,0:00:02.941179
SSB02670042,0:00:02.941134
SSB05780467,0:00:02.941134
SSB00730391,0:00:02.941043
SSB04820481,0:00:02.941043
SSB15850219,0:00:02.940998
SSB00570106,0:00:02.940998
SSB03750231,0:00:02.940952
SSB00380450,0:00:02.940952
SSB16990440,0:00:02.940907
SSB04820459,0:00:02.940907
SSB06860350,0:00:02.940680
SSB13020213,0:00:02.940544
SSB08170436,0:00:02.940499
SSB18780107,0:00:02.940454
SSB03930078,0:00:02.940408
SSB02990250,0:00:02.940227
SSB03410337,0:00:02.940181
SSB00330410,0:00:02.940181
SSB12190241,0:00:02.940181
SSB10960361,0:00:02.940181
SSB12740460,0:00:02.940181
SSB12190419,0:00:02.940181
SSB16990021,0:00:02.940091
SSB05020007,0:00:02.940091
SSB00430254,0:00:02.940091
SSB06060329,0:00:02.940091
SSB18720168,0:00:02.940045
SSB00430145,0:00:02.940045
SSB00800204,0:00:02.940045
SSB02990157,0:00:02.940045
SSB06060002,0:00:02.940000
SSB06860285,0:00:02.940000
SSB03420388,0:00:02.940000
SSB03790220,0:00:02.940000
SSB06060279,0:00:02.940000
SSB00330509,0:00:02.940000
SSB01390280,0:00:02.940000
SSB00330440,0:00:02.940000
SSB06060025,0:00:02.940000
SSB06290405,0:00:02.940000
SSB06860118,0:00:02.940000
SSB10960321,0:00:02.940000
SSB00800062,0:00:02.939955
SSB00800372,0:00:02.939955
SSB06060343,0:00:02.939955
SSB03790123,0:00:02.939955
SSB06060160,0:00:02.939955
SSB00800418,0:00:02.939955
SSB00430415,0:00:02.939955
SSB10960223,0:00:02.939955
SSB03790189,0:00:02.939955
SSB07230087,0:00:02.939955
SSB06860456,0:00:02.939955
SSB16250281,0:00:02.939955
SSB00330319,0:00:02.939955
SSB00800472,0:00:02.939955
SSB00800320,0:00:02.939955
SSB12190411,0:00:02.939955
SSB07230407,0:00:02.939955
SSB00800215,0:00:02.939955
SSB02990351,0:00:02.939955
SSB00800491,0:00:02.939955
SSB00430421,0:00:02.939955
SSB10960383,0:00:02.939955
SSB00330070,0:00:02.939955
SSB00330349,0:00:02.939955
SSB10960305,0:00:02.939955
SSB12190446,0:00:02.939955
SSB00330161,0:00:02.939955
SSB00800211,0:00:02.939955
SSB00800251,0:00:02.939955
SSB03820146,0:00:02.939773
SSB03820436,0:00:02.939683
SSB10550397,0:00:02.939456
SSB12150495,0:00:02.939456
SSB01390319,0:00:02.939456
SSB12150241,0:00:02.939229
SSB02670375,0:00:02.939229
SSB08170101,0:00:02.939093
SSB15550075,0:00:02.939093
SSB07230217,0:00:02.939093
SSB01490235,0:00:02.939048
SSB08170049,0:00:02.939048
SSB10010096,0:00:02.939048
SSB01490135,0:00:02.939002
SSB01330294,0:00:02.938957
SSB03090356,0:00:02.938957
SSB10240163,0:00:02.938957
SSB04270307,0:00:02.938957
SSB00120153,0:00:02.938957
SSB03820238,0:00:02.938957
SSB06710205,0:00:02.938639
SSB11380305,0:00:02.938594
SSB03820391,0:00:02.938594
SSB06140222,0:00:02.938503
SSB02870156,0:00:02.938503
SSB10560234,0:00:02.938503
SSB04350420,0:00:02.938503
SSB03540050,0:00:02.938458
SSB10560429,0:00:02.938458
SSB10560142,0:00:02.938458
SSB10560418,0:00:02.938367
SSB03070285,0:00:02.938367
SSB10960486,0:00:02.938231
SSB10500345,0:00:02.938231
SSB07780175,0:00:02.938186
SSB00380273,0:00:02.938005
SSB08220350,0:00:02.938005
SSB08220180,0:00:02.938005
SSB18780358,0:00:02.938005
SSB11870010,0:00:02.938005
SSB00110413,0:00:02.938005
SSB19560277,0:00:02.938005
SSB01330233,0:00:02.938005
SSB12740328,0:00:02.938005
SSB12740231,0:00:02.938005
SSB13410190,0:00:02.938005
SSB07580283,0:00:02.938005
SSB08170164,0:00:02.937778
SSB10010152,0:00:02.937778
SSB13850118,0:00:02.937687
SSB07490237,0:00:02.937506
SSB08090110,0:00:02.937415
SSB02870153,0:00:02.937370
SSB10560468,0:00:02.937234
SSB18630184,0:00:02.937052
SSB18370042,0:00:02.937052
SSB01330092,0:00:02.937007
SSB01330134,0:00:02.937007
SSB06010494,0:00:02.937007
SSB18370409,0:00:02.937007
SSB09130045,0:00:02.937007
SSB11760115,0:00:02.937007
SSB06310391,0:00:02.937007
SSB18370404,0:00:02.937007
SSB07860010,0:00:02.937007
SSB19350377,0:00:02.937007
SSB18630116,0:00:02.937007
SSB09130084,0:00:02.936916
SSB02870032,0:00:02.936871
SSB11100217,0:00:02.936825
SSB11100371,0:00:02.936825
SSB18910494,0:00:02.936780
SSB08090308,0:00:02.936780
SSB10640129,0:00:02.936780
SSB10960162,0:00:02.936281
SSB11970140,0:00:02.936054
SSB02460393,0:00:02.936054
SSB03930063,0:00:02.936054
SSB02000186,0:00:02.936054
SSB02870290,0:00:02.936054
SSB19560387,0:00:02.936054
SSB01450080,0:00:02.936054
SSB07860427,0:00:02.936054
SSB18630208,0:00:02.936054
SSB06930094,0:00:02.936054
SSB18370407,0:00:02.936054
SSB06290146,0:00:02.936009
SSB03230192,0:00:02.936009
SSB07860062,0:00:02.936009
SSB15850278,0:00:02.936009
SSB02410025,0:00:02.936009
SSB11760143,0:00:02.935964
SSB02410353,0:00:02.935828
SSB10910141,0:00:02.935782
SSB18630087,0:00:02.935782
SSB18910486,0:00:02.935601
SSB03790443,0:00:02.935556
SSB05900199,0:00:02.935556
SSB15670195,0:00:02.935102
SSB13660178,0:00:02.935102
SSB03150016,0:00:02.935057
SSB13200260,0:00:02.935057
SSB03150077,0:00:02.935011
SSB00050373,0:00:02.935011
SSB14480165,0:00:02.935011
SSB11080440,0:00:02.935011
SSB15850105,0:00:02.935011
SSB13660132,0:00:02.935011
SSB19180292,0:00:02.934875
SSB07460436,0:00:02.934603
SSB13220178,0:00:02.934331
SSB13660446,0:00:02.934014
SSB11080096,0:00:02.934014
SSB00570014,0:00:02.933968
SSB10720181,0:00:02.933968
SSB05940247,0:00:02.933878
SSB03930393,0:00:02.933878
SSB03930214,0:00:02.933878
SSB03930055,0:00:02.933832
SSB07100047,0:00:02.933832
SSB06660163,0:00:02.933741
SSB00090449,0:00:02.933741
SSB00120179,0:00:02.933605
SSB11360231,0:00:02.933469
SSB10910322,0:00:02.933469
SSB03380217,0:00:02.933333
SSB03160483,0:00:02.933243
SSB14310054,0:00:02.933107
SSB07580340,0:00:02.933107
SSB01970443,0:00:02.933107
SSB14520180,0:00:02.933107
SSB06140069,0:00:02.933107
SSB00570352,0:00:02.933016
SSB15670177,0:00:02.933016
SSB07230138,0:00:02.933016
SSB07230455,0:00:02.933016
SSB05940250,0:00:02.933016
SSB04070066,0:00:02.932971
SSB01220274,0:00:02.932971
SSB07460351,0:00:02.932925
SSB05990364,0:00:02.932880
SSB06070445,0:00:02.932880
SSB00090182,0:00:02.932880
SSB03800074,0:00:02.932744
SSB03820370,0:00:02.932698
SSB03410044,0:00:02.932653
SSB10720428,0:00:02.932608
SSB00380183,0:00:02.932154
SSB07100492,0:00:02.932154
SSB10960212,0:00:02.932109
SSB04820162,0:00:02.932109
SSB10720236,0:00:02.932109
SSB12390101,0:00:02.932018
SSB06930255,0:00:02.932018
SSB04820314,0:00:02.932018
SSB06930252,0:00:02.932018
SSB01970082,0:00:02.932018
SSB16500299,0:00:02.932018
SSB12210089,0:00:02.932018
SSB18370266,0:00:02.931927
SSB00800158,0:00:02.931746
SSB13820261,0:00:02.931655
SSB09660317,0:00:02.931655
SSB06140424,0:00:02.931156
SSB09190373,0:00:02.931066
SSB11870245,0:00:02.931066
SSB16700368,0:00:02.931066
SSB19350078,0:00:02.931020
SSB14520268,0:00:02.931020
SSB00380484,0:00:02.930930
SSB04270041,0:00:02.930930
SSB12180008,0:00:02.930930
SSB07460257,0:00:02.930930
SSB00110307,0:00:02.930930
SSB05020306,0:00:02.930930
SSB03420307,0:00:02.930930
SSB09930060,0:00:02.930794
SSB03540058,0:00:02.930794
SSB06680263,0:00:02.930748
SSB06010218,0:00:02.930703
SSB02990292,0:00:02.930703
SSB11360502,0:00:02.930658
SSB06070342,0:00:02.930658
SSB13020174,0:00:02.930658
SSB11360246,0:00:02.930522
SSB07600063,0:00:02.930431
SSB04350256,0:00:02.930431
SSB05780124,0:00:02.930204
SSB03800151,0:00:02.930204
SSB13220501,0:00:02.930204
SSB06680361,0:00:02.930204
SSB10500153,0:00:02.930204
SSB11970392,0:00:02.930204
SSB07110103,0:00:02.930204
SSB07600256,0:00:02.930204
SSB10200469,0:00:02.930204
SSB00160441,0:00:02.930204
SSB17590244,0:00:02.930204
SSB00160422,0:00:02.930204
SSB02610397,0:00:02.930204
SSB00120018,0:00:02.930204
SSB15930289,0:00:02.930204
SSB10550063,0:00:02.930204
SSB03380227,0:00:02.930204
SSB10240407,0:00:02.930204
SSB03800423,0:00:02.930204
SSB07370060,0:00:02.930159
SSB07490388,0:00:02.930159
SSB18060060,0:00:02.930159
SSB15930179,0:00:02.930159
SSB07110257,0:00:02.930159
SSB05900428,0:00:02.930159
SSB02610391,0:00:02.930159
SSB03540134,0:00:02.930113
SSB19350110,0:00:02.930068
SSB00160120,0:00:02.930068
SSB11250065,0:00:02.930068
SSB18780157,0:00:02.930068
SSB05390003,0:00:02.930068
SSB02610100,0:00:02.930068
SSB02610431,0:00:02.930068
SSB04700431,0:00:02.930068
SSB07100432,0:00:02.930068
SSB05390007,0:00:02.930068
SSB07620142,0:00:02.930068
SSB03940336,0:00:02.930068
SSB07370435,0:00:02.930068
SSB00050333,0:00:02.930068
SSB07600289,0:00:02.930068
SSB17590441,0:00:02.930068
SSB11380493,0:00:02.930068
SSB11000133,0:00:02.930068
SSB03540026,0:00:02.930068
SSB06680186,0:00:02.930068
SSB11100314,0:00:02.930068
SSB09130079,0:00:02.930068
SSB06680046,0:00:02.930068
SSB05880244,0:00:02.930068
SSB07800328,0:00:02.930068
SSB06680332,0:00:02.930068
SSB09970472,0:00:02.930068
SSB10550152,0:00:02.930068
SSB19180501,0:00:02.930068
SSB07840427,0:00:02.930068
SSB03540380,0:00:02.930068
SSB07600161,0:00:02.930068
SSB11970201,0:00:02.930068
SSB11970485,0:00:02.930023
